C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
90097,Customer#000090097,YxUlxZn0SYpmm3TXJhySVUVu,23,33-739-667-1981,6202.04,FURNITURE,final patterns. even foxes nag enticingly furiousl
90157,Customer#000090157, q6ZJIYB6RQsjy1,23,33-640-327-5180,3747.59,FURNITURE,"ly thin dolphins at the final, pending theodolites cajole above the furiously final asymptotes"
90173,Customer#000090173,gnIgysFMThu0ZUkAFEa3sqD3yEMQECKgXDs7udE,13,23-899-551-3441,1692.84,AUTOMOBILE,ly pending packages along the special requests sleep busily slyly special deposits. sometimes brave
90185,Customer#000090185,"aMOBES7K ePjQihTs ID33o,mIP64ttaSrxG3nOr",14,24-464-536-5634,6762.99,MACHINERY,onic requests sleep slyly. regular braids boost. even requests wa
90188,Customer#000090188,"JmTgD2mj,D1TYL7gr,8c4p98dMYg",0,10-258-653-5966,-312.69,MACHINERY,gle pending pinto beans. furiously slow
90241,Customer#000090241,2em20HDVoDoaieCOMx3o9R,24,34-755-218-2815,872.38,AUTOMOBILE,ecial accounts sleep carefully. blith
105388,Customer#000105388,USMEwrpbDWvT09P XL6G5C,8,18-431-940-3138,2380.64,AUTOMOBILE,ove the carefully regular packages. furiously special sauternes try to wake. carefully bold theodolites alongsid
90268,Customer#000090268,"e gxOXZm5zX,Bmk",3,13-668-977-2340,-371.03,BUILDING,ges. furiously regular accounts cajole. final requests cajole slyly. bold asymptotes according to the slyly s
90328,Customer#000090328,"1,wivws3kS",21,31-474-286-6415,693.34,HOUSEHOLD,kages according to the fluffily express forges wake after the furiously regular requests. blithely fina
105502,Customer#000105502,EZfB0CW6JXKP,20,30-939-282-8074,9866.03,BUILDING,lets. slyly express instructions alongside of the pinto beans wake quickly even packages. idly unusual accounts s
105548,Customer#000105548,qJ9cZ9FUdEtK,9,19-756-518-5817,-987.63,FURNITURE,"idly regular platelets sleep slyly above the accounts. pending, expr"
105563,Customer#000105563,NKKBQRqF4iHXIv6RgqrOPSVdzEYl,3,13-434-424-7153,4547.78,BUILDING, after the fluffily unusual requests do
90431,Customer#000090431,",ySLd2 0bsrXN0fFJl2qq6cosMcAhkaZU,kTrLgq",3,13-643-624-9561,421.87,HOUSEHOLD,"s nag. carefully bold packages wake about the final packages. bold, regular theodolites boost qui"
90484,Customer#000090484,lINqy7EsVE,0,10-778-548-8888,4256.73,FURNITURE,mptotes use furiously. blithely sly deposits grow carefully express accounts. stealthy th
105631,Customer#000105631,zlNlq5dSlfWP,12,22-911-428-1826,8884.77,FURNITURE,riously slyly final requests. quickly express requests sleep busily around the furiously final patterns! packages wa
105652,Customer#000105652,"INF22k8COa4fRDS,eGV7mfFK1pnvYa8ROSpn",24,34-107-821-4772,4684.07,HOUSEHOLD,. quickly even ideas are slyly furiously unusual requests. 
105745,Customer#000105745,"KJ3wwJPyO2vu0ZIVU4KR3o0M40,BpxfqEcc",1,11-845-174-5979,7969.22,MACHINERY,"telets. furiously final deposits print carefully packages. sly, regular deposits cajole instructions. carefully ev"
105793,Customer#000105793,"rvgIOfiG5NC41FL,Vu,Eg9jhug0",20,30-914-170-1057,7744.18,BUILDING, beans cajole ruthlessly. quiet packages hinder carefully pending dolphins. fu
105835,Customer#000105835,kxHGAdlvTQTLRG5c7p,12,22-638-894-9244,321.51,FURNITURE,"excuses. fluffily regular requests against the carefully regular forges sleep quickly ironic, pending"
90692,Customer#000090692,nI5CcB99cIhLORfBt6h2xC3TozSVYD,12,22-188-672-8476,5835.91,AUTOMOBILE,e even deposits nag slyly after the even theodolites. requests doze f
90731,Customer#000090731,"Csm0orLK64i4hC7,rSNo",15,25-651-799-5863,3004.45,FURNITURE,usly even instructions sleep permanently. even instructions x-ray carefully. slyly ironic packages wake
90748,Customer#000090748,"vVd9JhZT RKbAIho1E,oCQB",5,15-398-905-7254,6131.91,FURNITURE,"ck realms. fluffily ironic requests nag above the special, final packages. unu"
105868,Customer#000105868,8ZhAQdefih6oprczy2AJ,3,13-626-386-4156,5801.24,AUTOMOBILE,ecial deposits around the slyly pending platelets beli
105872,Customer#000105872,JHCgCiMfEYRAkHq4TqjI6XSR68j2sPS,3,13-743-685-3627,4909.01,BUILDING,even instructions sleep furiously amo
90826,Customer#000090826,tdviueN229t6e,13,23-487-245-7723,8063.75,MACHINERY,inments haggle slyly even dolphins. accounts sleep carefully according to the carefully final pinto beans.
105967,Customer#000105967,erhbiyr1degkx,15,25-152-387-1053,4858.79,HOUSEHOLD,"en foxes. ironic, final ideas haggle car"
90866,Customer#000090866,44b6VlFn3GQ5HV1XxHg,22,32-440-988-3872,9349.76,BUILDING,arefully. carefully bold packages alongside of the ironically r
106064,Customer#000106064,"hq86Mv4Ca1,C",22,32-345-284-2631,749.89,HOUSEHOLD,t requests. even pinto beans use quickly alongside of the slyly ironic theodolites. 
106075,Customer#000106075,Fc6i sIypcVB6F7tifI1TY,11,21-516-513-9508,3439.02,FURNITURE,ans. requests are blithely among the furiously final instructions. silent platelets among the furiously bol
90943,Customer#000090943,Y8gz  fszAoYSdZZAmyIVmcroa8iadOh,12,22-352-328-5705,4005.99,MACHINERY,quests. final instructions after the express ideas dazzle carefully fluff
106162,Customer#000106162,abcbMod3FMdXHLpvGPE4R,3,13-732-618-1971,7225.04,AUTOMOBILE,xpress requests after the ironic instructions wake carefully regular platelets? carefull
106175,Customer#000106175,ZjWnRKCRo5qKVK1Q,9,19-259-219-8300,9885.19,AUTOMOBILE,"c, express platelets lose slyly regular platelets. fluffily final theodolites according to the caref"
91046,Customer#000091046,"M,R5HJLwIRGEnREMI,X4JA90",6,16-763-457-5137,7597.53,FURNITURE,ithely ironic theodolites cajole quickly unusual requests. furiously bold foxes 
91109,Customer#000091109,lI1nOTbB1 syQivGwzEbwdlHdjCaRPp,13,23-204-749-7993,2523.5,HOUSEHOLD,deas nag carefully against the ironic packages
106234,Customer#000106234,UoS8CsFB99fGe8ULuU5wvaSUHJ,20,30-975-573-8368,2068.98,AUTOMOBILE, carefully fluffy foxes was ca
106238,Customer#000106238,IXxRfmC8dUbMhhDJb5hhaY6Dsy4AVD4a6tKdWUW,13,23-304-265-2776,7511.71,FURNITURE,"yly above the blithely pending accounts. furiously ironic foxes cajole furiously regular, un"
91124,Customer#000091124,"PFtlqrLkyVYOQTbYEqWWQ9,kL",12,22-713-362-1549,-95.69,AUTOMOBILE, express instructions. regula
91138,Customer#000091138,G4 o6IZ2EsA,10,20-176-463-4453,8686.81,MACHINERY, quick packages. quickly regular pinto beans haggle quickly special packages. foxes dete
91141,Customer#000091141,l7WOx qZDauRKueHq7DH5ML,22,32-676-871-1342,4493.76,FURNITURE,"ual accounts. blithely ironic packages after the even, final accounts use furio"
91171,Customer#000091171,"TXeKWpdk,L9Z5",17,27-894-291-5148,4610.7,MACHINERY,ges are quickly even platelets; accounts wake s
91172,Customer#000091172,YIbDMHggtKTLdpGSntIFzYxX72XA,2,12-609-686-3478,6105.32,MACHINERY,"e blithely even instructions. bold, bold deposits might"
91180,Customer#000091180,QsNskF5I4kbW svW2J 9j,15,25-387-783-5630,6733.74,HOUSEHOLD," regular courts haggle quickly regular pinto beans. slyly busy packages sleep regular, pending asy"
106325,Customer#000106325,"m,2QBMR7 PqBZaVB",0,10-928-956-3539,8350.58,MACHINERY, slyly even packages are across the busy requests. brave requests cajole furiously fl
91255,Customer#000091255,"JODGTJyzEbENLPdL2,TqP",21,31-932-130-4070,5728.04,MACHINERY,ven requests boost carefully around the
106510,Customer#000106510,WBf87irPV5PsBtpDcnsHhPOfcUJuLbgcDmDgdDke,4,14-802-813-8668,8730.01,HOUSEHOLD,equests boost blithely pending theodolites. carefully regular requests integrate carefully. bravely exp
106522,Customer#000106522,j3UatQCdcniTi,5,15-571-504-3932,8450.3,BUILDING,egular packages. carefully regular packages thrash busily? slyly re
91379,Customer#000091379,m3nYUJRHLwEBijlp1wVXC2bKBEonXIEe5,2,12-526-443-6321,1921.56,BUILDING,ithely ironic deposits promise along the quickly sly instructi
91390,Customer#000091390,z2NIEk4TKQS7NHKNnG,6,16-415-773-8394,1937.02,HOUSEHOLD, blithely ironic accounts use slyly unusual foxes. flu
91439,Customer#000091439,ZC I36fVHPvphMY1kUfmYXQjDA6pY,18,28-468-978-6791,828.51,BUILDING,iously regular deposits alongside of 
106553,Customer#000106553,kDeabvHT7GMiCUzV4JYJqT9f,22,32-980-285-1172,6854.58,MACHINERY,nag furiously against the blithely regular packages. fluffily ironic deposit
106558,Customer#000106558,"8vzAsWx,9awuza6zGq",8,18-152-617-6520,8464.22,AUTOMOBILE,"le carefully above the bold dolphins. regular, regular deposits cajole above the furio"
91511,Customer#000091511,1JSXgN hcxh7hruvX9Gaw3E0bvoitl,8,18-291-359-9765,1168.99,BUILDING,are slyly regular foxes. even accounts nag across the quickly bold platelets. ironic account
106715,Customer#000106715,"E5rtUA4BPt87UUu,1Y4QHIhSC09Nc",24,34-139-981-1943,2021.05,FURNITURE," packages. ironic, pending theodolites affix carefully furiously special frays. quic"
91547,Customer#000091547,IIz84j6OqzYHUwizB8hZNI2F5NI2KzcD1Nmtf,3,13-408-622-2664,7389.38,AUTOMOBILE,"ronic, even instructions. blithely "
91567,Customer#000091567, TZ6JXdQGGBqs 3TM7yn7mUD1,17,27-154-845-6548,6647.08,HOUSEHOLD,"y against the ironic, special asymptotes. final, regular theodolites are never about the bravely"
91570,Customer#000091570,PubRuoy51B1k3lC0wXo9ZKQSQIF54rF3gHe9y,2,12-792-112-2844,-481.23,MACHINERY,ar asymptotes among the slyly final packages hang finally furiously even requests
91648,Customer#000091648,"GsQqDQKW9vW3cEEN9nu,pD9iZJUd",11,21-848-439-7028,5836.95,HOUSEHOLD,regular deposits doubt permanently above the sp
91687,Customer#000091687,Hh9xDm61bopBAdQ7p4d3z0sXs7sgv38,7,17-418-536-6984,-215.11,MACHINERY,"nts. accounts wake blithely bold, special requests. final, regular requests wake slyly"
106873,Customer#000106873,"u7L7D0zRHbqBtDKZgeQF3r7QZsJfLJokEM,bFAp",9,19-291-548-6288,1503.09,FURNITURE,eans! theodolites against the bold packages are carefully fluffil
91741,Customer#000091741,"z,mR2A,5ghmFSlpO d",20,30-237-688-7904,5237.29,FURNITURE,ithely even accounts wake blithely furiously ironic 
91790,Customer#000091790,zrSRhGAxmvWTDekaPVjghclVubY4jD5zrVEK8ooK,0,10-955-424-8877,6806.86,AUTOMOBILE, blithely. slyly special accounts detect. furiously ironic requests nag fluffily
91846,Customer#000091846,5X2N6GfIx0Hv,0,10-880-273-7195,6264.54,MACHINERY,"lar, slow deposits play quickly unusual instructions. stealthily final packages cajole quickl"
91886,Customer#000091886,aL2JhRKLkidLydaASuxFcBiMZwjD,1,11-439-638-4157,6641.06,MACHINERY,ourts affix blithely across the bold packages. unusual theodolites cajole. ironic deposits among the expres
107063,Customer#000107063,i8LDacZaSj,14,24-450-362-8384,9952.35,AUTOMOBILE,efully according to the daringly bold theodolites. slyly ironic ideas against the iro
107069,Customer#000107069,"cgD IxpN6J618tTc,m DXPDg F, hdy67a3Vd",9,19-917-319-8972,1680.46,MACHINERY,"refully. special, regular platelets could wake slyly along the regular packages. quick"
107098,Customer#000107098,ArDrgFHum8snvn7A20JEyhycKglEX4Cz9airQyj,13,23-158-520-7756,-778.55,BUILDING,ly ironic deposits boost fluffily! blithely unusual packages along the blithely bold pinto bea
91970,Customer#000091970,WLMsGOGAgig0fo22D6cFbQSvggVFZxb2BRgGN0Z,18,28-934-149-7632,1563.13,FURNITURE, unusual dolphins. slyly regular accounts hinder after the carefully regular accounts
92008,Customer#000092008,E2tlaUJuY7M7FhyUnscb6a2KLmeDvfUfdXVnS,14,24-201-856-1767,4791.11,BUILDING,ic accounts wake according to the final packages. requests impress carefully theodolites. furiously sly accoun
107209,Customer#000107209,"j2VGHFwJlZUJ,DWwJLTafA,30Z29JodnE",8,18-107-215-9969,-439.79,MACHINERY,l theodolites dazzle slyly express foxes. express deposits
107237,Customer#000107237,YRLvyFgJn3V5kQahl,5,15-890-232-7466,-589.86,MACHINERY,ckages according to the ironic pinto beans wake about the quick
107294,Customer#000107294,Ym9yzuKC7sG,4,14-394-923-5147,2895.37,HOUSEHOLD, silent packages wake across the slyly even deposits. even requests about the accou
92204,Customer#000092204,"PJPK1ZpK0RjkcxX9,zELHMnENrZTy",2,12-746-250-7171,312.78,AUTOMOBILE,express requests integrate pinto beans. ironic accounts cajole fur
107371,Customer#000107371,ZNaeqiFdQZ,8,18-745-276-2783,4582.02,FURNITURE,inal accounts breach among the regular acco
92278,Customer#000092278,"R5iVIO2X  QB1kw,zTMFS9MXh3HigI5u",21,31-118-428-8777,9100.97,AUTOMOBILE,ic dependencies are furiously. quickly bold requests breach? ironic ac
92326,Customer#000092326,RvmVKVX3F4CEI,20,30-807-595-6768,9670.18,FURNITURE,posits maintain carefully fox
92347,Customer#000092347,XnsZf3GgdnR9l,7,17-134-883-5932,8455.5,MACHINERY, slyly above the final frets. blithely final sentiments are carefully according to the slyly even dolphins. 
107536,Customer#000107536,fROK1rtAoNy1hlm,16,26-738-926-1892,8965.26,AUTOMOBILE,es. ironic excuses try to cajole alongside of the quickly f
107564,Customer#000107564,"zaUWASS,wjgM",7,17-421-540-7637,1436.73,MACHINERY,the requests integrate slyly alongside of the slyly
107569,Customer#000107569,"kDoPQ040Lf1Uow6F,yDz",17,27-696-699-2179,-355.32,HOUSEHOLD,zle furiously unusual instructions. boldly final accounts haggle slyl
107626,Customer#000107626,",2PWgyaTwb3WjYBaqP",24,34-311-984-6364,3922.11,BUILDING,"nto beans wake blithely. even, final asymptotes snooze blithely. blithely iro"
107653,Customer#000107653,EnhesB6mOCeLqMsYwEDQWtcJ56R1cBqExTwI,3,13-185-371-5946,-622.46,HOUSEHOLD,"ar, ironic deposits. carefully ironic platelets are slyly along the ironic excuses. unusual, "
92575,Customer#000092575,yYRjQvim6NoJ,20,30-851-806-5070,9986.58,HOUSEHOLD,thely final platelets haggle. un
92593,Customer#000092593,"ojZoezqeh0AqrwGx0w,goRzJ",22,32-370-671-6989,8221.68,BUILDING,"ial, regular deposits boost daringly. ironic somas are slyly along the carefully ironic"
92677,Customer#000092677,ie6TAozfFJ4giqnSOPJS vuJEXQK9,14,24-485-170-2695,2301.52,AUTOMOBILE,even ideas are carefully. special r
92756,Customer#000092756,"weK9g2g5hIOmPUw,Cb Ko",21,31-924-334-3695,4080.89,BUILDING,"en, even grouches haggle quickly. regular, bold pinto beans use furi"
92782,Customer#000092782,"15nhWW,A3c6MMK3KvfR",20,30-619-385-2012,1200.78,MACHINERY,beans maintain. accounts sleep. carefully express dependencies haggle furiously. flu
92786,Customer#000092786,hOfkJ6hv17u6ZU,19,29-777-729-8046,6632.24,FURNITURE,"sh fluffily deposits. final requests wake. ironic, unusual in"
92801,Customer#000092801,"WSXZGBVZzwndav9czTMlpatUulCip2qYjC,4RyF",14,24-393-520-1658,3687.32,BUILDING,ular requests play according to the regular instr
92824,Customer#000092824,mST4h9icMq7IJgHut5ptiFXDB,20,30-178-779-7638,5550.17,AUTOMOBILE," deposits wake blithely. furiously unusual packages use regular dependencies. express, final accounts "
107918,Customer#000107918,8bdq2ewwUKdoF6Cz7Sy6t2tTHtBJhts2O qi,17,27-338-889-5717,5222.44,FURNITURE,press pinto beans. dolphins across the quickly pending accounts 
107926,Customer#000107926,Fmjw6mRuVcjvdWh4okjkvASbtuDjNnNbC1,2,12-231-170-4442,6449.12,HOUSEHOLD,y packages. fluffily busy accounts wake regular foxes. slyly regular accounts cajole
107942,Customer#000107942,s8l4IW6o9cA50qNnoRc,19,29-324-393-7445,-341.7,MACHINERY,ly bold accounts impress. ironic accounts nag furiously. slyly fi
107971,Customer#000107971,Ws4s0 75lbAf1Ocwkw,15,25-967-330-4814,8075.45,MACHINERY,e blithely across the accounts. dependencies wake platelets. slyly unusual instructions cajole quick
92867,Customer#000092867,FxnCqBc4joIY5ORzx,16,26-882-732-3149,-401.93,BUILDING, are carefully regular deposits
108001,Customer#000108001,gS1M029iwbeYYWaGVlbaN3xDDyf,7,17-589-341-5062,6338.09,MACHINERY,"lithely around the ironic accounts. packages cajole among the regular, "
108026,Customer#000108026,bP6iiWmIWg6Xq4LGCoZo9YoOBO,24,34-233-123-6688,557.97,MACHINERY,es. furiously pending packages wake furiously pending accounts? final multipliers haggl
92935,Customer#000092935,"eq5Yo8, nheJWM6RAyVyX8YhWASO",20,30-816-553-9722,4190.3,FURNITURE,"ithely even ideas haggle unusual, bold deposits. sent"
92983,Customer#000092983,"5EJGyCwyA9QJt9x0xOuXN,uFYHu,Mv",17,27-329-767-7200,3496.77,MACHINERY," deposits wake. final, final packages hinder up the quickly bold"
108109,Customer#000108109,"M,bhG2KjAJcfxx7t",15,25-556-304-6981,2626.67,FURNITURE,above the carefully silent ideas sleep quickly bravely even dep
108133,Customer#000108133,6RDoON7lebdK,7,17-656-599-6046,5086.38,FURNITURE,even requests should kindle. slyly final dependencies sleep fluffily across the blithely unusual accounts. un
108157,Customer#000108157,5BwwzjIHfJSLDAs KO,23,33-143-197-3159,5750.25,AUTOMOBILE,ages. carefully express packages cajole among the express ideas. slyly even foxe
93019,Customer#000093019,yneHxfw2M ibu8aaNwHRI9hlzCd,21,31-627-443-8117,3326.74,MACHINERY,fully special packages. packages sleep. blithely regular asymptotes boost slyly a
93037,Customer#000093037,sMnWQqrSvVhVW,9,19-992-321-1507,-636.5,BUILDING,the pending escapades need to are furiously about the requests. furiously iro
108233,Customer#000108233,"aMEm9,8FNr7esokNRW",7,17-511-577-8547,6482.13,BUILDING,"y regular accounts wake permanently sly ideas. pending, stealthy packages sleep carefully according "
93127,Customer#000093127,027Pw2etykL,3,13-432-472-6377,9502.35,FURNITURE,y express foxes wake above the slyly final packages. blithely ironic accounts cajole blithely along the quick dolphi
93145,Customer#000093145,X6MY23RgGF,10,20-413-660-1001,-623.51,MACHINERY,"oys wake carefully. foxes haggle special, s"
93152,Customer#000093152,74LZSxR400Pg6VjfIC2ZQRl9yLnJa3t1tnQ dB6,1,11-911-900-6320,5779,HOUSEHOLD,ly bold courts. carefully final requests integrate. b
108286,Customer#000108286,"vgQlzOZTkV9PL,3pHaHtzfcHU6w434n94j2sTO",13,23-348-411-5883,2528.22,BUILDING, pending pinto beans; carefully enticing foxes sleep across the packages. furious
108341,Customer#000108341,zE40rrqU4LO791mF8r2,9,19-918-442-1311,6890.41,AUTOMOBILE,ly final packages are furiously alongside of th
108356,Customer#000108356,F5XBf1NIIVumChWjjW,12,22-936-626-6250,5653.58,HOUSEHOLD, express foxes cajole against the carefully ironic pinto beans. final
108364,Customer#000108364,lLBwa4IrxTOykNjo XL33vNMFj,2,12-492-322-9266,9825.87,FURNITURE,ly final warhorses are blithely car
108373,Customer#000108373,"VYS6116ujPklW3AW,oiFr",12,22-504-402-4997,8991.76,AUTOMOBILE,s are blithely bold Tiresias. furiously bold requests use across the blithely unusual accounts. e
108385,Customer#000108385,"VdV2DV5n6k, cqi W0ttMwm",1,11-394-856-7483,1779.74,BUILDING,rhorses. fluffily ironic packages instead of the furiously unusual
108409,Customer#000108409,"pXG2zQd,xme47wS7C vhzXm7Vh,Qqyo9Rn",22,32-669-509-4223,6312.61,BUILDING,blithely final dependencies nag. regular multipliers use fluffily never pending instructions. qui
108572,Customer#000108572,"OTkGVSadV7tZso6aTgx,79bnTCY4Kdmyb0",20,30-163-792-3403,-771.38,BUILDING,hely ironic requests above the dolphins sleep slyly above the fluffily p
108655,Customer#000108655,quVBWRP66D ssFrpCfkCBzLgQ9,15,25-296-191-3578,8464.38,HOUSEHOLD,bout the thinly unusual orbits affix furiously enticingly unusual inst
93529,Customer#000093529,2v8SmxJ9lD GlIakavo8Nk9v,22,32-516-211-6288,5018.58,FURNITURE,ts. carefully final excuses around the carefully bold accounts serve quickly among 
93551,Customer#000093551,"265832SJMZqDO8RDKSJ2oLSLyFN,1gT",21,31-928-970-2751,3357.91,BUILDING,out the ruthlessly final instructions. slyly bold dolphins boost. pinto beans affi
93586,Customer#000093586,BZpUgyc3ljMlcVXyLCZldnRV,11,21-685-656-1352,2132.19,MACHINERY,ly regular pinto beans. deposits haggle slyly fina
108691,Customer#000108691,wstLahFA4XkeZYoPitvV67Q5rEEm,24,34-489-247-8934,2146.61,FURNITURE,ites haggle alongside of the slyly ironic packages. enticing excuses 
108695,Customer#000108695,"nN3v,FMrrQVRcrSMCBd87,gpHLrFWu7j",11,21-910-463-2963,1768.88,BUILDING,d the carefully even sauternes. requests haggle carefully 
93613,Customer#000093613,"j,5n15mKAnR bPSPcRbDQVt6,t",1,11-981-635-6277,4279.78,HOUSEHOLD,"ly even deposits detect. blithely unusual accounts haggle quickly about the ironic, pending pack"
93692,Customer#000093692,PHCijZKCSZbYzC0oehjlJAigS61K1nCV6y8Gy56Q,6,16-647-369-6882,5291.33,HOUSEHOLD,ans shall have to boost slyly-- unusual packages sleep slyly express deposits. furiously regular foxes affix
93740,Customer#000093740,q29hBL1ksvu,0,10-444-360-7108,2473.22,BUILDING,nic pinto beans boost furiously pending p
93758,Customer#000093758,"PjP,JPpZ1U6lFFQa27imxV5QIy77 ",20,30-378-564-4721,7229.52,AUTOMOBILE,cial requests do nag. packages cajole slyly slyly final accounts
93797,Customer#000093797,cUNXfso4pBfEFd1,13,23-495-989-4479,3448.92,BUILDING," even accounts. ironic, regular excuses wake after"
108943,Customer#000108943,1akrpbVeakM4dhbHO,13,23-194-152-6136,9314.51,BUILDING,olites. unusual ideas to the even packages are blithely unusual ideas. furiously ironic packages use under
108958,Customer#000108958,ZeJtghqroISXb6FAyqHZTvJI1mGNdflViSJmV,20,30-218-610-4210,5780.24,BUILDING,ts thrash carefully toward the blithely final requests. furiously ironic deposits are. quickly final att
108998,Customer#000108998,"0Bu7fJAbOPLTrDHxtjOJQxGWyGE,zBJz",15,25-302-598-1087,5274.45,FURNITURE,y. slyly unusual packages nag carefully after the stealthily even pi
109004,Customer#000109004,EVMOFxUtU3PdEqD0vCYHYhYbE5TN9,19,29-907-718-3218,8294.82,HOUSEHOLD,thely against the slyly special d
93895,Customer#000093895,yoilCPiAe7exIz6HIH6cmjg8O0s7M,15,25-118-550-8632,2300.54,HOUSEHOLD,y unusual instructions after the unusual platelets are about
93901,Customer#000093901,G2 I7KRSjeq,18,28-794-288-3449,4530.5,MACHINERY,rls unwind across the even deposits-- requests nag: blithely even deposits boost blithely about the eve
109066,Customer#000109066,"jBbshL NE,zTgw",4,14-673-393-3924,3596.11,BUILDING,gside of the blithely unusual deposits
93949,Customer#000093949,c20jxluYI4czAF18xSFm6CqpjRUcrSl2Fp8sz5J9,9,19-463-805-2812,3796.99,BUILDING,yly final platelets cajole quickly. blithely ironic dolphins beneath the care
93962,Customer#000093962,IVe2QXDprtmqaF6ue8kF,8,18-271-289-4153,7802.17,BUILDING,cajole quickly. slyly unusual packages sleep. express reques
94093,Customer#000094093,irtC6guAw 30Dg,17,27-768-320-6476,7709.92,FURNITURE,"unts nag along the furiously silent deposits. blithely silent packages use sometimes even, even accounts. reg"
109259,Customer#000109259,XJ6I hjd31ekXpMj7vJjtLMHkyOCZVrrd7,10,20-527-926-1094,3022.61,FURNITURE,"onic, special dolphins according to the even, ironic deposits haggle carefully alongside of the carefully"
94121,Customer#000094121,EYhr4Mvgao8G4NIwsoETr8 iWwtte8N8Fqdp,6,16-799-903-5397,7021.61,BUILDING," theodolites believe doggedly across the packages. even deposits haggle busy, express instructions. pen"
109418,Customer#000109418,bZCf6V0P9MUwpV,7,17-869-700-7781,1499.7,BUILDING,riously special instructions. blithely final platelets are. furiously final accounts accord
94313,Customer#000094313,"2yEa5x2BwKi6uAo7g23okcj45,r2cHth0kdpGz",11,21-669-587-2667,-123.15,FURNITURE,"n packages wake final Tiresias. carefully regular instructions sleep according to the express, bold "
94358,Customer#000094358,SzC2DofUy7wLLAsSqfC0vvk21r1kj8UzYJ,6,16-305-734-1221,6149.68,MACHINERY,"kly slyly even accounts. idle, blithe pinto beans sleep slyly furiously final packages. even, express co"
94426,Customer#000094426,6tFegmIVJVCxpWRSN6HDpmjHmwFrdcYbNrrSMto,5,15-440-559-3386,2120.96,MACHINERY,ial deposits. carefully pending pinto be
109585,Customer#000109585,9YqB9AjFL8eDUQyJTKLTUAlK97EdfJ,8,18-524-719-7473,2993.94,FURNITURE,"tly regular foxes. ironic pinto beans for the final, final acc"
109595,Customer#000109595,xzExHS3GCT5e0tVoPJ mmNT28kUDeJs,22,32-610-655-5608,9978.31,HOUSEHOLD,e blithely across the furiously express accounts. c
109670,Customer#000109670,"sLUQw99uiG0LME,,bN7P2QDcD6HWQewOP",24,34-818-817-2144,3237.13,HOUSEHOLD,efully unusual foxes. packages wake slyly never bold excuses. blithely bold deposits across the blithe
109696,Customer#000109696,k7p7pr5ek nU,10,20-900-522-7998,6550.82,MACHINERY, packages are furiously except the slyly final packag
94561,Customer#000094561,if8pIOp 2yDyMAgPhTPKdabCCUEzzwfScDp8NU9c,12,22-704-707-4212,4734.49,FURNITURE,s against the slyly ironic pinto beans affix among the slyly final accounts. ironic requests haggle around
109708,Customer#000109708,1VUBYInNLOl,20,30-250-253-7838,2003.33,HOUSEHOLD,odolites. furiously even deposits wake furiously slyly silent sentiments. quietly pending instructions doubt a
109741,Customer#000109741,"069r5QM4MqW8Ttd,iG1xzr3h,y,PrndzkUcNZ 3x",4,14-139-420-3078,6353.38,BUILDING,"carefully even requests. furiously careful deposits cajole against the stealthy, unus"
94679,Customer#000094679,"R9OzTmMre1D7UuQw0,E3Inq",24,34-442-747-1248,3299.88,MACHINERY,aggle carefully slyly bold accounts. car
94711,Customer#000094711,VactVGR1C7xyVnqWVXdZ0ljU,1,11-413-588-7611,8315.62,MACHINERY,ously express packages wake furiou
109796,Customer#000109796,g63YXxduT3umG5zZ oWCq j,17,27-789-419-9096,5852.59,AUTOMOBILE,", ironic foxes. blithely even deposits wake along the furiously ironic pear"
109823,Customer#000109823,uE42509yiz7 D3o1l,23,33-737-972-5791,7616.88,FURNITURE,y against the furiously final accounts! epitaphs cajole furiously among the slyly even escapades. fluffily pending i
109862,Customer#000109862,"lcL,XmlO8aCiBwdTktCGkkk67trw1c3N",9,19-601-908-1774,886.73,MACHINERY," even packages. ironic, regular requests thrash furious"
94720,Customer#000094720,NWFFkAJSLhpkAVTqvbuwSwxrlcPVYJ5lsw6OqvK,13,23-152-955-5372,6961.42,AUTOMOBILE,y ironic packages haggle carefully at the idly regular requests. carefully dari
109879,Customer#000109879,"6FpDjlKUEm,uVUlKorIrUgUNRzi0sKn36gz",3,13-798-582-3662,7117.01,HOUSEHOLD,totes haggle quickly around the regularly special requests. sl
109933,Customer#000109933,AEUZrnBilzVzk7HgDuDRfGp30YH,22,32-716-103-9607,7665.58,MACHINERY,y regular requests. theodolites believe blithely. slyly even accounts thrash furiously 
94855,Customer#000094855,iUYagR3c4LeU4Wrx1d2SJJ8FzUSzqe1,0,10-754-866-7119,9908,FURNITURE, sleep blithely across the carefully even platelets. regular f
109975,Customer#000109975,UE4DAlZhuZoR422cmv7KH6WTneSlEAu,4,14-143-283-7783,1195.87,BUILDING, furiously special accounts. regular foxes about 
94912,Customer#000094912,tglbghagWfsgPghT55bnox8Bu,3,13-864-896-3616,738.41,HOUSEHOLD,"ross the quickly ironic courts sleep around the silent, unusual warhorses. slyly even a"
94948,Customer#000094948,mKMrvBS6zSQaMw CDfgpZ6JUTe,14,24-723-980-6857,4948.06,MACHINERY,nding gifts are furiously. furiously even asymptotes haggle furiously furiously final foxes. furiously fi
95014,Customer#000095014,bYOux6l4uy5uZ26aXazSthUdQ 0mWje,21,31-605-798-2248,4292.63,AUTOMOBILE,y. blithely express foxes unwind 
